D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4751.jpg,dataset_3\4751.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5760.jpg,dataset_3\5760.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6286.jpg,dataset_3\6286.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7796.jpg,dataset_3\7796.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5131.jpg,dataset_3\5131.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\836.jpg,dataset_3\836.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\396.jpg,dataset_3\396.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8941.jpg,dataset_3\8941.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4256.jpg,dataset_3\4256.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5107.jpg,dataset_3\5107.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4361.jpg,dataset_3\4361.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7834.jpg,dataset_3\7834.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5288.jpg,dataset_3\5288.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9814.jpg,dataset_3\9814.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\511.jpg,dataset_3\511.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4306.jpg,dataset_3\4306.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7227.jpg,dataset_3\7227.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6104.jpg,dataset_3\6104.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9220.jpg,dataset_3\9220.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1328.jpg,dataset_3\1328.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4990.jpg,dataset_3\4990.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6865.jpg,dataset_3\6865.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8378.jpg,dataset_3\8378.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8994.jpg,dataset_3\8994.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\157.jpg,dataset_3\157.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4112.jpg,dataset_3\4112.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\858.jpg,dataset_3\858.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6856.jpg,dataset_3\6856.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\781.jpg,dataset_3\781.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2112.jpg,dataset_3\2112.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3207.jpg,dataset_3\3207.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1531.jpg,dataset_3\1531.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\178.jpg,dataset_3\178.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1070.jpg,dataset_3\1070.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8837.jpg,dataset_3\8837.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4337.jpg,dataset_3\4337.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\144.jpg,dataset_3\144.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3711.jpg,dataset_3\3711.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9360.jpg,dataset_3\9360.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7401.jpg,dataset_3\7401.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\361.jpg,dataset_3\361.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9055.jpg,dataset_3\9055.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4411.jpg,dataset_3\4411.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2801.jpg,dataset_3\2801.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3209.jpg,dataset_3\3209.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9187.jpg,dataset_3\9187.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9842.jpg,dataset_3\9842.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1783.jpg,dataset_3\1783.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2730.jpg,dataset_3\2730.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3615.jpg,dataset_3\3615.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2372.jpg,dataset_3\2372.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8952.jpg,dataset_3\8952.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7604.jpg,dataset_3\7604.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1635.jpg,dataset_3\1635.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4930.jpg,dataset_3\4930.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6114.jpg,dataset_3\6114.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6004.jpg,dataset_3\6004.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4620.jpg,dataset_3\4620.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\300.jpg,dataset_3\300.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6217.jpg,dataset_3\6217.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8679.jpg,dataset_3\8679.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7185.jpg,dataset_3\7185.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1332.jpg,dataset_3\1332.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4936.jpg,dataset_3\4936.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\182.jpg,dataset_3\182.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3876.jpg,dataset_3\3876.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9407.jpg,dataset_3\9407.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\422.jpg,dataset_3\422.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6827.jpg,dataset_3\6827.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6631.jpg,dataset_3\6631.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5080.jpg,dataset_3\5080.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5201.jpg,dataset_3\5201.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3344.jpg,dataset_3\3344.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8101.jpg,dataset_3\8101.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6144.jpg,dataset_3\6144.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6459.jpg,dataset_3\6459.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3259.jpg,dataset_3\3259.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9604.jpg,dataset_3\9604.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4910.jpg,dataset_3\4910.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4925.jpg,dataset_3\4925.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7677.jpg,dataset_3\7677.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7106.jpg,dataset_3\7106.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9928.jpg,dataset_3\9928.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2712.jpg,dataset_3\2712.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6238.jpg,dataset_3\6238.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3012.jpg,dataset_3\3012.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2389.jpg,dataset_3\2389.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7616.jpg,dataset_3\7616.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9840.jpg,dataset_3\9840.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7462.jpg,dataset_3\7462.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4023.jpg,dataset_3\4023.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\45.jpg,dataset_3\45.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9865.jpg,dataset_3\9865.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\774.jpg,dataset_3\774.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1707.jpg,dataset_3\1707.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7783.jpg,dataset_3\7783.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3252.jpg,dataset_3\3252.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9980.jpg,dataset_3\9980.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4436.jpg,dataset_3\4436.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3567.jpg,dataset_3\3567.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4282.jpg,dataset_3\4282.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4502.jpg,dataset_3\4502.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6366.jpg,dataset_3\6366.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6282.jpg,dataset_3\6282.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4071.jpg,dataset_3\4071.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7768.jpg,dataset_3\7768.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4028.jpg,dataset_3\4028.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2496.jpg,dataset_3\2496.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4213.jpg,dataset_3\4213.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1158.jpg,dataset_3\1158.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3437.jpg,dataset_3\3437.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4442.jpg,dataset_3\4442.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\518.jpg,dataset_3\518.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6739.jpg,dataset_3\6739.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4798.jpg,dataset_3\4798.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3602.jpg,dataset_3\3602.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5600.jpg,dataset_3\5600.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\9813.jpg,dataset_3\9813.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4806.jpg,dataset_3\4806.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6558.jpg,dataset_3\6558.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\2645.jpg,dataset_3\2645.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3238.jpg,dataset_3\3238.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\3678.jpg,dataset_3\3678.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\8835.jpg,dataset_3\8835.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6824.jpg,dataset_3\6824.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1983.jpg,dataset_3\1983.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4630.jpg,dataset_3\4630.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1739.jpg,dataset_3\1739.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6697.jpg,dataset_3\6697.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\5167.jpg,dataset_3\5167.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7861.jpg,dataset_3\7861.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\7372.jpg,dataset_3\7372.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6705.jpg,dataset_3\6705.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1712.jpg,dataset_3\1712.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1506.jpg,dataset_3\1506.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\1435.jpg,dataset_3\1435.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\420.jpg,dataset_3\420.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\4132.jpg,dataset_3\4132.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6367.jpg,dataset_3\6367.jpg,brownbear
D:\2 Curs(yes)\repositori on git\Programming-1\dataset_3\6410.jpg,dataset_3\6410.jpg,brownbear
